1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		119	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Round Rock Medical Center	Austin, TX	Round Rock/Georgetown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	425 University Blvd	Round Rock	TX	78665	2023		08/15/2023	Monthly & Daily	1	816	816	Suburban	Hotel	No	Yes	Interior	4	122	1.025	12/20/2019	48491C0491F	48491C	0491F	No	100-year and 500-year Floodplain	Penn Collins	Gatehouse Capital	2149224300	Dallas, TX 75205-4022	4633 N Central Expy Suite # 350	Penn Collins	4633 N Central Expy Suite # 350	Dallas, TX 75205-4022	2149224300	Gatehouse Capital
		162	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton College Station	Texas Central	Bryan & College Station	Upper Upscale	Upper Upscale	Franchise	Existing	Open	201 University Dr E	College Station	TX	77840	2017		10/01/2017	Monthly & Daily	5	3,404	2,964	Small Metro/Town	Hotel	No	Yes	Interior	7	80	0.494	04/02/2014	48041C0215F	48041C	0215F	No	100-year and 500-year Floodplain		Mac Haik Enterprises	2814967788	Houston, TX 77079-1298	11750 Katy Fwy Suite # 1300		11750 Katy Fwy Suite # 1300	Houston, TX 77079-1298	2814967788	Mac Haik Enterprises
		301	Hilton	Hilton Worldwide	Hilton College Station & Conference Center	Texas Central	Bryan & College Station	Upper Upscale	Upper Upscale	Franchise	Existing	Open	801 University Dr E	College Station	TX	77840	1984	2025	06/01/1985	Monthly & Daily	13	25,919	11,360	Small Metro/Town	Hotel	No	No	Interior	11	394	1.309	04/02/2014	48041C0215F	48041C	0215F	Yes	100-year Floodplain	Rick Minicozzi	Rick Minicozzi	5125633617	Austin, TX 78731	6008 Hood Hollow	Rick Minicozzi	6008 Hood Hollow	Austin, TX 78731	5125633617	Rick Minicozzi	01/30/2026
		83	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton College Station	Texas Central	Bryan & College Station	Upscale	Upscale	Franchise	Existing	Open	950 University Dr E	College Station	TX	77840	2004		12/01/2004	Monthly & Daily	1	50	50	Small Metro/Town	Hotel	No	Yes	Interior	4	101	1.217	04/02/2014	48041C0215F	48041C	0215F	No	100-year and 500-year Floodplain	George Nicalaou	Brazos Hotel Partners Ltd	3183255561	Monroe, LA 71201	2390 Tower Dr	George Nicalaou	2390 Tower Dr	Monroe, LA 71201	3183255561	Brazos Hotel Partners Ltd	05/27/2021
		91	Hyatt Place	Hyatt Corporation	Hyatt Place College Station	Texas Central	Bryan & College Station	Upscale	Upscale	Franchise	Existing	Open	1100 University Dr E	College Station	TX	77840	2005	2011	09/01/2005	Monthly & Daily	1	960	960	Urban	Hotel	No	No	Interior	4			04/02/2014	48041C0215F	48041C	0215F	Yes	100-year Floodplain		Oldham Goodwin Group, LLC.	9792682000	Bryan, TX 77802-5361	3000 Briarcrest Dr Suite # 500		3000 Briarcrest Dr Suite # 500	Bryan, TX 77802-5361	9792682000	Oldham Goodwin Group, LLC.	05/01/2025
		119	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn College Station	Texas Central	Bryan & College Station	Upscale	Upscale	Franchise	Existing	Open	3081 University Dr E	Bryan	TX	77802	2013		11/01/2013	Monthly & Daily	5	4,874	2,275	Small Metro/Town	Hotel	No	No	Interior	5	121	1.017	04/02/2014	48041C0220F	48041C	0220F	No	100-year and 500-year Floodplain	Troy Gouveia	AlphaTex Developments	9799859502	Bryan, TX 77807-1451	2027 Jester Trl	Troy Gouveia	2027 Jester Trl	Bryan, TX 77807-1451	9799859502	AlphaTex Developments
		153	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn El Paso / University	El Paso, TX	El Paso Surrounding	Upscale	Upscale	Franchise	Existing	Open	111 W University Ave	El Paso	TX	79902	2006	2017	12/01/2006	Monthly & Daily	3	3,696	2,880	Urban	Hotel	No	No	Interior	5	105	0.686					No			Lodging Fund REIT III	7016306500	Fargo, ND 58103-3317	1635 43rd St S Suite # 205		1635 43rd St S Suite # 205	Fargo, ND 58103-3317	7016306500	Lodging Fund REIT III	08/01/2015
		91	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Portland Corpus Christi	Texas South	Corpus Christi	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1801 US Highway 181	Portland	TX	78374	2017		05/01/2017	Monthly & Daily	2	598	325	Suburban	Hotel	No	No	Interior	4	93	1.022	10/13/2022	48355C0150G	48409C	0150G	No	100-year and 500-year Floodplain	John Gimler	Portland Development, Inc	3617771500	Portland, TX 78374	1705 Highway 181	John Gimler	1705 Highway 181	Portland, TX 78374	3617771500	Portland Development, Inc	07/03/2019
		51	Hampton by Hilton	Hilton Worldwide	Hampton Inn Kingsville	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2489 S US Highway 77 Byp	Kingsville	TX	78363	2004	2010	03/01/2007	Monthly & Daily	1	480	480	Small Metro/Town	Hotel	No	No	Interior	3	56	1.098	03/17/2014	48273C0305E	48273C	0305E	No	100-year and 500-year Floodplain	Fang Lin	Fang Lin	6262621913	Arcadia, CA 91006	3130 S 8th Ave	Fang Lin	3130 S 8th Ave	Arcadia, CA 91006	6262621913	Fang Lin	12/19/2014
		79	Hampton by Hilton	Hilton Worldwide	Hampton Inn Carrizo Springs	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2651 N US-83	Carrizo Springs	TX	78834	2014		04/01/2014	Monthly & Daily	2	1,560	1,248	Small Metro/Town	Hotel	No	No	Interior	4	83	1.051					No		Pritesh N. Bhatka	InVision Hotel Group		Dumas, TX 79029-5530	1620 S Dumas Ave	Pritesh N. Bhatka	1620 S Dumas Ave	Dumas, TX 79029-5530		InVision Hotel Group
		151	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Dallas Fort Worth Airport South	Dallas, TX	Irving	Upscale	Upscale	Franchise	Existing	Open	2001 Valley View Ln	Irving	TX	75061	1990		07/01/2005	Monthly & Daily	6	8,236	3,872	Airport	Hotel	No	No	Interior	4			03/21/2019	48439C0235L	48113C	0235L	No	100-year and 500-year Floodplain	Sanjay Naik	Lowen Hospitality Management LLC	2145961500	Grapevine, TX 76051-0965	1920 Enchanted Way Suite # 200	Sanjay Naik	1920 Enchanted Way Suite # 200	Grapevine, TX 76051-0965	2145961500	Lowen Hospitality Management LLC
		120	Tru by Hilton	Hilton Worldwide	Tru by Hilton Irving DFW South	Dallas, TX	Irving	Midscale	Midscale	Franchise	Existing	Open	2100 Valley View Ln	Irving	TX	75061-3544	2025		08/14/2025	Monthly & Daily				Airport	Hotel	No	No	Interior	6			03/21/2019	48439C0235L	48113C	0235L	No	100-year and 500-year Floodplain		Lowen Hospitality Management LLC	2145961500	Grapevine, TX 76051-0965	1920 Enchanted Way Suite # 200		1920 Enchanted Way Suite # 200	Grapevine, TX 76051-0965	2145961500	Lowen Hospitality Management LLC
		290	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Dallas Near The Galleria	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open	4099 Valley View Ln	Farmers Branch	TX	75244-5002	1980	2004	12/01/1980	Monthly & Daily	17	35,576	7,350	Suburban	Hotel	No	No	Interior	11	753	2.597	07/07/2014	48113C0190K	48113C	0190K	No	100-year and 500-year Floodplain		Cathedral Hill Associates	7146902102	La Mirada, CA 90638-5523	14299 Firestone Blvd		14299 Firestone Blvd	La Mirada, CA 90638-5523	7146902102	Cathedral Hill Associates	10/01/2016
		107	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Mission	McAllen/Brownsville, TX	McAllen	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2505 Victoria Dr	Mission	TX	78572	2009	2015	10/28/2009	Monthly & Daily	1	1,608	1,608	Suburban	Hotel	No	No	Interior	4	114	1.065					No		Vinod Kasan	Ocean Gate Hospitality	9569614678	Pharr, TX 78577	312 W Nolana Loop	Vinod Kasan	312 W Nolana Loop	Pharr, TX 78577	9569614678	Ocean Gate Hospitality	01/03/2023
		77	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Houston - Rosenberg	Houston, TX	Houston Southwest Freeway	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3312 Vista Dr	Rosenberg	TX	77471	2007	2013	12/17/2007	Monthly & Daily	1	1,080	1,080	Suburban	Hotel	No	No	Interior	3	86	1.117	04/02/2014	48157C0245L	48157C	0245L	No	100-year and 500-year Floodplain	Bhagvat Patel	Bhagvat Patel	2816100382	Houston, TX 77072-1620	6440 W Sam Houston Pky S	Bhagvat Patel	6440 W Sam Houston Pky S	Houston, TX 77072-1620	2816100382	Bhagvat Patel	04/16/2025
		120	Tru by Hilton	Hilton Worldwide	Tru by Hilton Lewisville Vista Ridge Mall	Dallas, TX	Lewisville	Midscale	Midscale	Franchise	Existing	Open	795 E Vista Ridge Mall Dr	Lewisville	TX	75067	2024		09/06/2024	Monthly & Daily				Suburban	Hotel	No	No	Interior	5	100	0.833	07/07/2014	48113C0015K	48121C	0015K	No	100-year and 500-year Floodplain	Rajesh Parekh	Redwood Hotels Group Inc	9058563344	Vaughan, ON L4L 4M5	7681 Highway 27	Rajesh Parekh	7681 Highway 27	Vaughan, ON L4L 4M5	9058563344	Redwood Hotels Group Inc	01/02/2014
		135	Hampton by Hilton	Hilton Worldwide	Hampton Inn Dallas-Irving-Las Colinas	Dallas, TX	Irving	Upper Midscale	Upper Midscale	Franchise	Existing	Open	820 W Walnut Hill Ln	Irving	TX	75038	1997	2017	06/27/1997	Monthly & Daily	1	450	450	Airport	Hotel	No	No	Interior	6	137	1.015	07/07/2014	48113C0165K	48113C	0165K	No	100-year and 500-year Floodplain		JSR Hotels	3377395941	Lafayette, LA 70501	2207 NW Evangeline Thruway		2207 NW Evangeline Thruway	Lafayette, LA 70501	3377395941	JSR Hotels	06/09/2025
		99	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton McAllen	McAllen/Brownsville, TX	McAllen	Upper Midscale	Upper Midscale	Franchise	Existing	Open	525 N Ware Rd	McAllen	TX	78501-8055	2017		03/01/2017	Monthly & Daily	1	952	952	Urban	Hotel	No	Yes	Interior	4	86	0.869					No		Bharat Patel	Hospitality Llc	9563732377	South Padre Island, TX 78597	7010 Padre Blvd	Bharat Patel	7010 Padre Blvd	South Padre Island, TX 78597	9563732377	Hospitality Llc	07/19/2023
		237	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Arlington DFW South	Fort Worth/Arlington, TX	Arlington	Upscale	Upscale	Franchise	Existing	Open	1507 N Watson Rd	Arlington	TX	76006	1983	2016	03/01/1983	Monthly & Daily	6	5,751	4,200	Suburban	Hotel	No	No	Interior	5	274	1.156	03/21/2019	48439C0240L	48439C	0240L	No	100-year and 500-year Floodplain		Whitestone Hospitality	9726008162	Irving, TX 75038-3029	1200 W Walnut Hill Ln Suite # 2525		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	9726008162	Whitestone Hospitality	10/13/2023
		300	Marriott	Marriott International	Marriott Dallas Allen Hotel & Convention Center	Dallas, TX	McKinney	Upper Upscale	Upper Upscale	Franchise	Existing	Open	777 Watters Creek Blvd	Allen	TX	75013	2019		01/01/2019	Monthly & Daily	23	81,113	40,000	Suburban	Hotel	No	No	Interior	6	1000	3.333	07/07/2014	48113C0075K	48085C	0075K	No	100-year and 500-year Floodplain		Altera Fund Advisors	2142074090	Dallas, TX 75206-5125	5910 N Central Expy Suite # 1470		5910 N Central Expy Suite # 1470	Dallas, TX 75206-5125	2142074090	Altera Fund Advisors
		101	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Dallas Arlington South	Fort Worth/Arlington, TX	Arlington	Upscale	Upscale	Franchise	Existing	Open	4550 Waxwing Dr	Arlington	TX	76018	2016		12/01/2016	Monthly & Daily	3	1,821	960	Suburban	Hotel	No	Yes	Interior	4	100	0.990	03/21/2019	48439C0365L	48439C	0365L	Yes	100-year Floodplain	Jerry Walker	Business Radio Licensing	9493488510	Laguna Niguel, CA 92677-5910	30201-30301 S Golden Lantern Suite # E501	Jerry Walker	30201-30301 S Golden Lantern Suite # E501	Laguna Niguel, CA 92677-5910	9493488510	Business Radio Licensing	01/30/2020
		130	Hyatt Place	Hyatt Corporation	Hyatt Place Houston /Katy	Houston, TX	Katy Freeway West	Upscale	Upscale	Franchise	Existing	Open	1401 N Westgreen Blvd	Katy	TX	77449	2016		08/01/2016	Monthly & Daily	1	1,950	1,950	Suburban	Hotel	No	No	Interior	5	122	0.938	11/15/2019	48201C0615M	48201C	0615M	No	100-year and 500-year Floodplain	Salim Ismail	Salim Ismail	9798226196	Bryan, TX 77802	P.O.Box 2864	Salim Ismail	P.O.Box 2864	Bryan, TX 77802	9798226196	Salim Ismail	08/25/2022
		82	Tru by Hilton	Hilton Worldwide	Tru by Hilton North Richland Hills DFW West	Fort Worth/Arlington, TX	Fort Worth North	Midscale	Midscale	Franchise	Existing	Open	1500 Weyland Dr	North Richland Hills	TX	76180	2023		11/10/2023	Monthly & Daily	1	490	490	Suburban	Hotel	No	No	Interior	4	141	1.720	03/21/2019	48439C0205L	48439C	0205L	No	100-year and 500-year Floodplain	Dahyabhai Patel	NRH JSK Hospitality LLC				Dahyabhai Patel				NRH JSK Hospitality LLC	05/02/2024
		112	Hyatt House	Hyatt Corporation	Hyatt House Bryan College Station	Texas Central	Bryan & College Station	Upscale	Upscale	Franchise	Existing	Open	3062 Wildflower Dr	Bryan	TX	77802-3059	2022		03/31/2022	Monthly & Daily	1	805	805	Small Metro/Town	Hotel	No	No	Interior	4	150	1.339	04/02/2014	48041C0215F	48041C	0215F	No	100-year and 500-year Floodplain		Sethi Management, Inc.	7606524010	Carlsbad, CA 92009-1728	6156 Innovation Way		6156 Innovation Way	Carlsbad, CA 92009-1728	7606524010	Sethi Management, Inc.	03/28/2022
		69	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Borger	Texas Panhandle	Panhandle Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1415 W Wilson St	Borger	TX	79007-4403	2008	2020	04/01/2011	Monthly & Daily	0	0	0	Small Metro/Town	Hotel	No	No	Interior	3	90	1.304					No		Dinesh Kumar	Ambience Hospitality	5052051494	Albuquerque, NM 87113	8411 Firestone Ln NE	Dinesh Kumar	8411 Firestone Ln NE	Albuquerque, NM 87113	5052051494	Ambience Hospitality
		125	Hampton by Hilton	Hilton Worldwide	Hampton Inn Midland West	Texas West	Midland & Odessa	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1107 Windhaven Dr	Midland	TX	79706	2025		12/15/2025	Monthly & Daily				Suburban	Hotel	No	No	Interior	4							No		Darpan Bhakta	Insignia Hospitality Group	4326990989	Midland, TX 79706-2967	401 Tradewinds Blvd	Darpan Bhakta	401 Tradewinds Blvd	Midland, TX 79706-2967	4326990989	Insignia Hospitality Group
		136	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Dallas Irving Las Colinas	Dallas, TX	Irving	Upscale	Upscale	Franchise	Existing	Open	4300 Wingren Dr	Irving	TX	75039	1990	2018	01/01/1990	Monthly & Daily	1	400	400	Urban	Hotel	No	Yes	Interior	3	147	1.081	03/21/2019	48113C0305L	48113C	0305L	No	100-year and 500-year Floodplain		Delaware Hotel Group LLC	6092615905	Mount Laurel, NJ 08054-1149	100 Century Pky Suite # 110		100 Century Pky Suite # 110	Mount Laurel, NJ 08054-1149	6092615905	Delaware Hotel Group LLC	04/09/2025
		125	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Plano Richardson	Dallas, TX	East Plano/Richardson	Upper Midscale	Upper Midscale	Franchise	Existing	Open	401 Wynhurst Dr	Plano	TX	75074-8461	2018		03/01/2018	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	6	123	0.984	07/07/2014	48113C0070K	48085C	0070K	No	100-year and 500-year Floodplain		Gresham James Hotels, LLC	2144885211	Lewisville, TX 75067-2338	417 Oakbend Dr Suite # 170		417 Oakbend Dr Suite # 170	Lewisville, TX 75067-2338	2144885211	Gresham James Hotels, LLC
		109	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Victoria, TX	Texas South	Texas South Area	Upscale	Upscale	Franchise	Existing	Open	6705 NE Zac Lentz Pky	Victoria	TX	77904-3440	2013		03/01/2013	Monthly & Daily	4	2,143	1,425	Small Metro/Town	Hotel	No	Yes	Interior	4	126	1.156	07/17/2024	48469C0305H	48469C	0305H	No	100-year and 500-year Floodplain		Castle Hospitality Ltd	9566649570	McAllen, TX 78504	4316 N 10th St Suite # 500		4316 N 10th St Suite # 500	McAllen, TX 78504	9566649570	Castle Hospitality Ltd
		70	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Lufkin	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	4400 S 1st St	Lufkin	TX	75901	2001		11/01/2001	Monthly & Daily				Small Metro/Town	Hotel	No	No	Interior	3	76	1.086	09/29/2010	48005C0265E	48005C	0265E	Yes	100-year Floodplain		Pegasus Hospitality Group		Corpus Christi, TX 78418-6319	13773 Eaglesnest Bay Dr		13773 Eaglesnest Bay Dr	Corpus Christi, TX 78418-6319		Pegasus Hospitality Group
		91	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Canyon	Texas Panhandle	Amarillo	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3101 4th Ave	Canyon	TX	79015	2022		11/10/2022	Monthly & Daily	1	1,620	1,620	Small Metro/Town	Hotel	No	No	Interior	4	101	1.110					No		Pritesh N. Bhatka	InVision Hotel Group		Dumas, TX 79029-5530	1620 S Dumas Ave	Pritesh N. Bhatka	1620 S Dumas Ave	Dumas, TX 79029-5530		InVision Hotel Group
		215	Marriott	Marriott International	Odessa Marriott Hotel & Conference Center	Texas West	Midland & Odessa	Upper Upscale	Upper Upscale	Franchise	Existing	Open	305 E 5th St	Odessa	TX	79761-5133	2019		10/17/2019	Monthly & Daily	10	33,319	17,985	Suburban	Hotel	No	No	Interior	7	200	0.930					No		Sondra Eoff	Eofficial Enterprises, Inc.	9153332817	Odessa, TX 79765	74 Cibola Ct	Sondra Eoff	74 Cibola Ct	Odessa, TX 79765	9153332817	Eofficial Enterprises, Inc.
		72	Hampton by Hilton	Hilton Worldwide	Hampton Inn Ozona	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	816 14th St	Ozona	TX	76943	2017		07/01/2017	Monthly & Daily	1	600	600	Interstate	Hotel	No	No	Interior	4	57	0.792					No			Rekha R Patel	4329400018	Fort Stockton, TX 79735	1608 W 18th St		1608 W 18th St	Fort Stockton, TX 79735	4329400018	Rekha R Patel
		100	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Temple	Texas Central	Killeen/Temple	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2106 S 31st St	Temple	TX	76504	2020		08/01/2020	Monthly & Daily	2	916	700	Interstate	Hotel	No	Yes	Interior	4	96	0.960	09/26/2008	48027C0355E	48027C	0355E	No	100-year and 500-year Floodplain	Bankim Bhatt	Wildflower Hotels	2547782521	Round Rock, TX 78665-1586	1101 Satellite Vw Suite # 202	Bankim Bhatt	1101 Satellite Vw Suite # 202	Round Rock, TX 78665-1586	2547782521	Wildflower Hotels	01/06/2022
		83	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites by Hilton Sherman	Texas North	Texas North Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	305 N Cornerstone Dr	Sherman	TX	75092	2024		10/22/2024	Monthly & Daily	1	858	858	Small Metro/Town	Hotel	No	No	Interior	4	70	0.843					No		Rajesh Patel	Rajesh Patel		San Marcos, TX 78666	1701 N Interstate 35	Rajesh Patel	1701 N Interstate 35	San Marcos, TX 78666		Rajesh Patel
		93	IHG Military Hotels	IHG Hotels & Resorts	IHG Military Hotels Candlewood Suites Building 144	Texas Central	Killeen/Temple	Upper Midscale	Upper Midscale	Chain Management	Existing	Open	761st Tank Battalion Ave	Fort Hood	TX	76544	2014		10/01/2014					Small Metro/Town	Hotel	No	Yes	Interior	4	92	0.989					No			Centinel	6153248800	Brentwood, TN 37027	310 Seven Springs Way		310 Seven Springs Way	Brentwood, TN 37027	6153248800	Centinel
		92	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Big Spring	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	809 West Interstate 20	Big Spring	TX	79720	2026		01/14/2026	Monthly & Daily				Interstate	Hotel	No	Yes	Interior	4	96	1.043	10/06/2010	48227C0315C	48227C	0315C	Yes	100-year Floodplain	Suman Patel	Payal Hotel Enterprises Inc.	4322649800	Big Spring, TX 79720-0003	804 W Interstate 20	Suman Patel	804 W Interstate 20	Big Spring, TX 79720-0003	4322649800	Payal Hotel Enterprises Inc.
		92	Hampton by Hilton	Hilton Worldwide	Hampton Inn by Hilton Wichita Falls North	Texas North	Wichita Falls	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2432 Sierra Dr	Wichita Falls	TX	76306-6153	2025		02/21/2025	Monthly & Daily	1	759	759	Interstate	Hotel	No	No	Interior	5			02/03/2010	48485C0310G	48485C	0310G	No	100-year and 500-year Floodplain	Eric Mills	Icon Lodging	4693271000	Coppell, TX 75019-6156	3501 Olympus Blvd Suite # 340	Eric Mills	3501 Olympus Blvd Suite # 340	Coppell, TX 75019-6156	4693271000	Icon Lodging	12/09/2022
		92	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Amarillo	Texas Panhandle	Amarillo	Upper Midscale	Upper Midscale	Franchise	Existing	Open	8251 W Amarillo Blvd	Amarillo	TX	79124	2014		09/01/2015	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	99	1.076	06/04/2010	48375C0510C	48375C	0510C	No	100-year and 500-year Floodplain		Thirty-Nine 23 Management LLC	8889913923	Amarillo, TX 79101    	301 S Polk St Suite # 102 LB 37		301 S Polk St Suite # 102 LB 37	Amarillo, TX 79101    	8889913923	Thirty-Nine 23 Management LLC	08/10/2023
		24	IHG Military Hotels	IHG Hotels & Resorts	IHG Military Hotels Foulois House - Historia	San Antonio, TX	San Antonio Northeast	Upper Midscale	Upper Midscale	Chain Management	Existing	Open	2473 Artillery Post Rd	Fort Sam Houston	TX	78234	1908		08/14/2009					Urban	Hotel	No	No	Interior	2	18	0.750	06/19/2020	48029C0404H	48029C	0404H	Yes	100-year Floodplain		Centinel	6153248800	Brentwood, TN 37027	310 Seven Springs Way		310 Seven Springs Way	Brentwood, TN 37027	6153248800	Centinel
		111	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Midland East	Texas West	Midland & Odessa	Upper Midscale	Upper Midscale	Franchise	Existing	Open	4104 N Big Spring St	Midland	TX	79705	2020		12/07/2020	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	102	0.919					No			Texas Western Hospitality	9729348699	Addison, TX 75001-4639	15275 Quorum Dr		15275 Quorum Dr	Addison, TX 75001-4639	9729348699	Texas Western Hospitality
		134	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Odessa	Texas West	Midland & Odessa	Upper Midscale	Upper Midscale	Franchise	Existing	Open	4015 Billy Hext Rd	Odessa	TX	79765	2020		10/01/2020	Monthly & Daily	1	770	770	Suburban	Hotel	No	Yes	Interior	5	139	1.037	03/15/2012	48135C0250E	48135C	0250E	No	100-year and 500-year Floodplain		Combs Hospitality, Inc.	4173342748	Hollister, MO 65672	2054 Hill Haven Rd		2054 Hill Haven Rd	Hollister, MO 65672	4173342748	Combs Hospitality, Inc.	04/15/2020
		105	Hampton by Hilton	Hilton Worldwide	Hampton Inn Midland South	Texas West	Midland & Odessa	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2201 Camp Dr	Midland	TX	79701	2020		03/26/2020	Monthly & Daily	1	350	350	Suburban	Hotel	No	No	Interior	6	105	1.000					No		Trushar Bhakta	Bhakta Trushar	4329403111	Irving, TX 75063    	9114 Bottlebrush Ln	Trushar Bhakta	9114 Bottlebrush Ln	Irving, TX 75063    	4329403111	Bhakta Trushar	02/14/2025
		71	Spark by Hilton	Hilton Worldwide	Spark by Hilton Pecos	Texas West	Texas West Area	Midscale	Midscale	Franchise	Existing	Open	1900 S Cedar St	Pecos	TX	79772	2009		04/01/2009	Monthly & Daily		0	0	Interstate	Hotel	No	No	Interior	3	114	1.606					No		Brajesh Patel	Brajesh Patel Hotels	8069286457	Brownfield, TX 79316-3651	321 Lubbock Rd	Brajesh Patel	321 Lubbock Rd	Brownfield, TX 79316-3651	8069286457	Brajesh Patel Hotels
		128	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Abilene Southwest	Texas North	Abilene	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3650 Cedar Run Rd	Abilene	TX	79606-2445	2023		12/04/2023	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4			01/06/2012	48441C0219F	48441C	0219F	No	100-year and 500-year Floodplain	Michael Mahoney	Texas Western Hospitality	9729348699	Addison, TX 75001-4639	15275 Quorum Dr	Michael Mahoney	15275 Quorum Dr	Addison, TX 75001-4639	9729348699	Texas Western Hospitality
		88	Hampton by Hilton	Hilton Worldwide	Hampton Inn Harker Heights	Texas Central	Killeen/Temple	Upper Midscale	Upper Midscale	Franchise	Existing	Open	126 E Central Texas Expy	Harker Heights	TX	76548	2023		08/08/2023	Monthly & Daily	1	640	640	Small Metro/Town	Hotel	No	No	Interior	4	82	0.932	09/26/2008	48027C0285E	48027C	0285E	No	100-year and 500-year Floodplain	Sandip Patel	Sandip Patel	2546817336	Killeen, TX 76543-8044	398 Rolling Hills Dr	Sandip Patel	398 Rolling Hills Dr	Killeen, TX 76543-8044	2546817336	Sandip Patel	03/01/2025
		117	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Amarillo West	Texas Panhandle	Amarillo	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2200 Cinema Dr	Amarillo	TX	79124	2024		08/26/2024	Monthly & Daily	1	960	960	Suburban	Hotel	No	No	Interior	4			06/04/2010	48375C0510C	48375C	0510C	No	100-year and 500-year Floodplain		RAM Hotels (TX)	8066837849	Amarillo, TX 79124	21 Prestwick Ln		21 Prestwick Ln	Amarillo, TX 79124	8066837849	RAM Hotels (TX)	04/21/2025
		83	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Brownwood	Texas Hill Country	Texas Hill Country	Upper Midscale	Upper Midscale	Franchise	Existing	Open	401 E Commerce St	Brownwood	TX	76801-1823	2024		01/11/2024	Monthly & Daily				Small Metro/Town	Hotel	No	Yes	Interior	4	80	0.964	08/28/2018	48049C0357E	48049C	0357E	No	100-year and 500-year Floodplain		Patriot Hospitality	2144410434	Irving, TX 75038-2448	1431 Greenway Dr Suite # 380		1431 Greenway Dr Suite # 380	Irving, TX 75038-2448	2144410434	Patriot Hospitality	05/11/2022
